Rank,Team,Power Rating,Competition Level,Gender Division,Competition Division,City,State,Wins,Losses,dataset_id,season
320,Georgia Tech B ,575,College,Men,Developmental,Atlanta,GA,3,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
321,Clarkson ,574,College,Men,Division III,Potsdam ,NY,2,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
322,Massachusetts C ,568,College,Men,Developmental,Amherst,MA,10,1,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
323,Central Connecticut State ,568,College,Men,Division I,New Britain,CT,4,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
324,Skidmore ,562,College,Men,Division III,Saratoga Springs,NY,6,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
325,Michigan Tech ,558,College,Men,Division III,Houghton,MI,6,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
326,Nebraska-Omaha ,555,College,Men,Division I,Omaha,NE,1,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
327,Virginia B ,549,College,Men,Developmental,Charlottesville,VA,15,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
328,Texas B ,547,College,Men,Developmental,Austin,TX,6,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
329,Vassar ,545,College,Men,Division III,Poughkeepsie,NY,3,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
330,Muhlenberg ,544,College,Men,Division III,Allentown,PA,11,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
331,Florida Atlantic ,539,College,Men,Division I,Boca Raton,FL,2,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
332,Florida State B ,536,College,Men,Developmental,Tallahassee,FL,8,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
333,Northern Illinois ,530,College,Men,Division I,Dekalb,IL,6,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
334,Colorado State B ,529,College,Men,Developmental,Fort Collins,CO,7,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
335,Colorado B ,528,College,Men,Division I,Boulder,CO,1,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
336,Grinnell ,527,College,Men,Division III,Grinnell,IA,8,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
337,Wingate ,526,College,Men,Division III,Wingate,NC,7,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
338,Tulsa ,523,College,Men,Division III,Tulsa,OK,8,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
339,Texas-Arlington ,517,College,Men,Division I,Arlington,TX,5,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
340,Youngstown State ,516,College,Men,Division I,Youngstown,OH,5,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
341,Texas A&M C ,515,College,Men,Developmental,College Station,TX,9,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
342,Portland State ,508,College,Men,Division I,Portland,OR,7,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
343,Gettysburg ,506,College,Men,Division III,Gettysburg,PA,3,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
344,Merrimack ,506,College,Men,Division III,North Andover,MA,1,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
345,Harvard B ,505,College,Men,Developmental,Cambridge,MA,12,1,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
346,Charleston ,500,College,Men,Division I,Charleston,SC,0,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
347,Hofstra ,487,College,Men,Division I,Hempstead,NY,7,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
348,Kent State ,486,College,Men,Division I,Kent,OH,5,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
349,Wright State ,476,College,Men,Division I,Dayton,OH,9,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
350,Saint Rose ,472,College,Men,Division III,Albany,NY,3,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
351,Brown B ,471,College,Men,Developmental,Providence,RI,7,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
352,Stephen F Austin ,470,College,Men,Division I,Nacogdoches,TX,7,19,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
353,Maine-Farmington ,469,College,Men,Division III,Farmington,ME,2,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
354,San Francisco State ,466,College,Men,Division I,San Francisco,CA,1,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
355,Wheaton (MA) ,464,College,Men,Division III,Norton,MA,5,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
356,LSU B ,457,College,Men,Developmental,Baton Rouge,LA,6,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
357,Caltech ,454,College,Men,Division III,Pasadena,CA,3,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
358,Louisville ,453,College,Men,Division I,Louisville,KY,1,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
359,South Carolina B ,451,College,Men,Developmental,Columbia,SC,6,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
360,Massachusetts-Lowell ,442,College,Men,Division I,Lowell,MA,0,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
361,Millersville ,430,College,Men,Division I,Millersville,PA,3,15,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
362,Illinois B ,430,College,Men,Developmental,Champaign,IL,11,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
363,Western Washington B ,424,College,Men,Developmental,Bellingham,WA,5,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
364,Washington University B ,423,College,Men,Developmental,St. Louis,MO,5,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
365,Carleton College C ,420,College,Men,Developmental,Northfield,MN,1,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
366,Bucknell ,419,College,Men,Division III,Lewisburg,PA,2,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
367,North Carolina-Wilmington B ,417,College,Men,Developmental,Wilmington,NC,7,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
368,Shenandoah ,414,College,Men,Division III,Winchester,VA,10,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
369,Keene State ,407,College,Men,Division III,Keene,NH,2,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
370,Ohio State B ,406,College,Men,Developmental,Columbus,OH,7,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
371,Middle Tennessee State ,404,College,Men,Division I,Murfreesboro,TN,1,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
372,Texas-Rio Grande Valley ,401,College,Men,Division I,McAllen,TX,4,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
373,Kettering ,395,College,Men,Division III,Flint,MI,1,1,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
374,Air Force Academy B ,387,College,Men,Division III,USAF Academy,CO,0,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
375,Northwestern B ,387,College,Men,Developmental,Evanston,IL,12,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
376,California-San Diego B ,384,College,Men,Developmental,La Jolla,CA,3,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
377,SUNY-Oneonta ,373,College,Men,Division III,Oneonta,NY,5,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
378,Drury ,373,College,Men,Division III,Springfield,MO,5,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
379,Mars Hill ,372,College,Men,Division III,Mars Hill,NC,0,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
380,Iowa State B ,370,College,Men,Developmental,Ames,IA,1,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
381,Northeastern B ,368,College,Men,Developmental,Boston,MA,11,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
382,SUNY-New Paltz ,366,College,Men,Division I,New Paltz,NY,1,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
383,Case Western Reserve B ,358,College,Men,Developmental,Cleveland,OH,10,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
384,Cornell B ,354,College,Men,Developmental,Ithaca,NY,11,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
385,Salisbury ,351,College,Men,Division I,Salisbury,MD,1,15,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
386,Ohio Wesleyan ,348,College,Men,Division III,Delaware,OH,3,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
387,Rose-Hulman ,343,College,Men,Division III,Terre Haute,IN,2,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
388,George Washington B ,331,College,Men,Developmental,"Washington, D.C.",DC,11,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
389,Southern Mississippi ,329,College,Men,Division I,Hattiesburg,MS,1,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
390,UCLA B ,329,College,Men,Developmental,Los Angeles,CA,6,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
391,Stonehill ,318,College,Men,Division III,Easton,MA,1,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
392,Embry-Riddle (Florida) ,315,College,Men,Division III,Daytona Beach,FL,3,16,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
393,Rowan B ,314,College,Men,Developmental,Glassboro,NJ,10,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
394,Wisconsin-Platteville ,308,College,Men,Division III,Platteville,WI,2,1,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
395,Dallas ,305,College,Men,Division III,Irving,TX,2,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
396,Purdue B ,305,College,Men,Developmental,West Lafayette,IN,7,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
397,Southern Connecticut State ,301,College,Men,Division I,New Haven,CT,1,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
398,Franklin & Marshall ,295,College,Men,Division III,Lancaster,PA,4,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
399,Florida Gulf Coast ,287,College,Men,Division I,Fort Myers,FL,3,2,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
400,Armstrong State ,283,College,Men,Division III,Savannah,GA,0,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
401,Northern Michigan ,258,College,Men,Division I,Marquette,MI,5,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
402,Illinois-Chicago  ,256,College,Men,Division I,Chicago,IL,4,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
403,Arkansas B ,243,College,Men,Developmental,Fayetteville,AR,1,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
404,Lamar ,238,College,Men,Division I,Beaumont,TX,4,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
405,Denison ,229,College,Men,Division III,Granville,OH,0,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
406,Calvin ,228,College,Men,Division III,Grand Rapids,MI,3,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
407,Rutgers B ,223,College,Men,Developmental,Piscataway,NJ,2,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
408,William & Mary B ,219,College,Men,Developmental,Williamsburg,VA,4,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
409,Toledo ,219,College,Men,Division I,Toledo,OH,4,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
410,Georgetown B ,216,College,Men,Developmental,Washington,DC,8,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
411,Clemson B ,208,College,Men,Developmental,Clemson,SC,0,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
412,Ohio Valley ,206,College,Men,Division III,Vienna,WV,0,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
413,Bethel ,196,College,Men,Division III,Saint Paul,MN,2,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
414,Reed ,193,College,Men,Division III,Portland,OR,4,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
415,Ursinus ,193,College,Men,Division III,Collegeville,PA,0,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
416,Le Moyne ,182,College,Men,Division III,Syracuse,NY,3,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
417,Minnesota C ,171,College,Men,Developmental,Minneapolis,MN,0,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
418,Canisius ,164,College,Men,Division III,Buffalo,NY,0,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
419,South Florida B ,160,College,Men,Developmental,Tampa,FL,3,15,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
420,IUPUI ,148,College,Men,Division I,Indianapolis,IN,1,15,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
421,Princeton B ,144,College,Men,Developmental,Princeton,NJ,8,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
422,Spring Hill ,131,College,Men,Division III,Mobile,AL,1,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
423,Oregon State B ,120,College,Men,Developmental,Corvallis,OR,2,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
424,Luther B ,83,College,Men,Division III,Decorah,IA,7,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
425,Tufts C ,76,College,Men,Developmental,Medford,MA,3,2,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
426,Creighton ,69,College,Men,Division III,Omaha,NE,5,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
427,Columbus State ,67,College,Men,Division I,Columbus,GA,2,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
428,Temple B ,58,College,Men,Developmental,Philadelphia,PA,8,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
429,Oberlin B ,54,College,Men,Developmental,Oberlin,OH,5,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
430,California-Santa Cruz B ,44,College,Men,Developmental,Santa Cruz,CA,2,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
431,SUNY-Buffalo B ,31,College,Men,Developmental,Buffalo,NY,8,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
432,Fairfield ,29,College,Men,Division III,Fairfield,CT,1,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
433,Lawrence ,21,College,Men,Division III,Appleton,WI,1,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
434,Allegheny ,19,College,Men,Division III,Meadville,PA,1,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
435,St Mary's (Minnesota) ,15,College,Men,Division III,Winona,MN,1,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
436,Boston College B ,15,College,Men,Developmental,Chestnut Hill,MA,6,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
437,California-Santa Barbara B ,7,College,Men,Developmental,Goleta,CA,1,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
438,St Mary's (Maryland) ,3,College,Men,Division III,St. Marys City,MD,2,8,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
439,Cleveland State ,-4,College,Men,Division I,Cleveland,OH,3,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
440,Southern Methodist  ,-10,College,Men,Division I,Dallas,TX,1,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
441,Lehigh B ,-10,College,Men,Developmental,Bethlehem,PA,8,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
442,Notre Dame B ,-12,College,Men,Developmental,Notre Dame,IN,3,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
443,Holy Cross ,-13,College,Men,Division III,Worcester,MA,0,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
444,Chicago B ,-19,College,Men,Developmental,Chicago,IL,1,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
445,Siena ,-24,College,Men,Division III,Albany,NY,0,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
446,Arizona State C ,-24,College,Men,Developmental,Tempe,AZ,0,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
447,Yale B ,-29,College,Men,Developmental,New Haven,CT,1,3,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
448,Michigan State B ,-36,College,Men,Developmental,East Lansing,MI,3,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
449,Penn State Altoona ,-39,College,Men,Division III,Altoona,PA,2,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
450,Indiana (Pennsylvania) ,-39,College,Men,Division I,Indiana,PA,2,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
451,Wisconsin-La Crosse B ,-40,College,Men,Developmental,La Crosse,WI,2,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
452,Dartmouth B ,-43,College,Men,Developmental,Hanover,NH,3,11,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
453,Goucher ,-51,College,Men,Division III,Baltimore,MD,3,7,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
454,California-San Diego C ,-60,College,Men,Developmental,San Diego,CA,2,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
455,Texas C ,-61,College,Men,Developmental,Austin,TX,1,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
456,Rensselaer Polytech ,-66,College,Men,Developmental,Troy,NY,3,2,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
457,Fresno State ,-82,College,Men,Division I,Fresno,CA,0,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
458,Boston University B ,-82,College,Men,Developmental,Boston,MA,4,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
459,George Mason B ,-88,College,Men,Developmental,Fairfax,VA,1,10,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
460,Rhode Island B ,-105,College,Men,Developmental,Kingston,RI,5,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
461,Coe ,-112,College,Men,Division III,Cedar Rapids,IA,2,17,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
462,Texas-Dallas B ,-130,College,Men,Division I,Richardson,TX,0,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
463,Cornell College ,-142,College,Men,Division III,Mount Vernon,IA,1,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
464,Florida Tech B ,-143,College,Men,Developmental,Melbourne,FL,0,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
465,Maryland-Baltimore County B ,-143,College,Men,Developmental,Baltimore,MD,3,4,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
466,California - Pennsylvania ,-146,College,Men,Division I,California,PA,3,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
467,Wooster B ,-155,College,Men,Developmental,Wooster,OH,0,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
468,Washington C ,-175,College,Men,Developmental,Seattle,WA,2,14,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
469,Stevens Tech B ,-186,College,Men,Developmental,Hoboken,NJ,1,13,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
470,Indiana B ,-202,College,Men,Developmental,Bloomington,IN,2,19,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
471,Wisconsin-River Falls ,-204,College,Men,Division III,River Falls,WI,1,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
472,Cal Poly Pomona B ,-225,College,Men,Developmental,Pomona,CA,0,5,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
473,Texas State B ,-262,College,Men,Division I,San Marcos ,TX,0,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
474,Pennsylvania B ,-264,College,Men,Developmental,Philadelphia,PA,4,12,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
475,Southern California B ,-271,College,Men,Developmental,Los Angeles,CA,0,6,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
476,SUNY-Albany B ,-289,College,Men,Developmental,Albany,NY,3,9,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
477,American B ,-304,College,Men,Developmental,Washington,DC,1,19,FFpN6SSdQ3F1vLms%2f5SniKwbFmNnXLoV1j47eNK0Ytc%3d,2017_college
